pl_name,gaia_id,default_flag,sy_snum,sy_pnum,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,ra,dec
TOI-500 b,Gaia DR2 5509620021956148736,1,1,4,Transiting Exoplanet Survey Satellite (TESS),0,0.548177,0.000019,-0.000019,0.01189,0.00041,-0.0004,1.166,0.061,-0.058,,,,0.063,0.073,-0.044,82.09,2.53,-1.31,0,0.53,0.12,-0.18,0.02487,0.00226,-0.0022,228.5,72.9,-160.6,1.35,0.17,-0.17,106.559098,-47.5878156
TOI-558 b,Gaia DR2 4727755005637190016,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,14.574071,0.000026,-0.000026,0.1291,0.002,-0.0021,12.173,0.46,-0.426,,,,0.298,0.022,-0.02,86.24,0.19,-0.22,0,0.9073,0.0066,-0.0067,0.557,0.019,-0.017,132.3,3.6,-3.8,257.1,6.5,-6.5,42.2915093,-58.0246828
TOI-559 b,Gaia DR2 5057924844082070016,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,6.9839095,0.0000051,-0.0000051,0.0723,0.0013,-0.0013,12.229,0.314,-0.28,,,,0.151,0.012,-0.011,89.08,0.52,-0.38,0,0.23,0.088,-0.13,0.8276,0.01,-0.009,-62.3,3,-2.6,633,7.9,-8.4,46.8186159,-31.1629951
TOI-564 b,Gaia DR2 5710154317045164416,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,1.651144,0.000018,-0.000018,0.02734,0.00061,-0.00053,11.433,7.958,-3.251,,,,0.072,0.083,-0.05,78.38,0.71,-0.85,0,0.994,0.083,-0.049,0.92,1.7,-0.45,94,32,-35,247,13,-13,130.2951535,-16.0363275
TOI-620 b,Gaia DR2 5738284016370287616,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.0988179,0.0000045,-0.0000046,0.04825,0.00065,-0.00066,3.76,0.15,-0.15,,,,0.22,0.28,-0.12,87.47,0.18,-0.3,0,0.887,0.014,-0.017,0.393,0.021,-0.02,-84,54,-64,,,,142.1734459,-12.1671652
TOI-628 b,Gaia DR2 3126717023051258112,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.4095675,0.000007,-0.0000069,0.0486,0.0008,-0.00094,11.882,0.46,-0.381,,,,0.072,0.021,-0.023,88.41,1,-0.93,0,0.23,0.13,-0.15,0.657,0.012,-0.012,-74,13,-15,713,20,-22,99.2630608,1.7675497
TOI-640 b,Gaia DR2 5580554052549277056,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.0037775,0.0000048,-0.0000048,0.06608,0.00098,-0.0011,19.851,0.673,-0.628,,,,0.05,0.054,-0.035,82.54,0.42,-0.59,0,0.8763,0.0063,-0.0067,0.764,0.016,-0.015,159,86,-99,78,14,-14,99.7345935,-36.64613
TOI-712 b,Gaia DR2 5284358990266469760,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,9.531361,0.000018,-0.000017,0.07928,0.00096,-0.00091,2.049,0.012,-0.08,,,,0.54,0.26,-0.2,88.22,1.1,-0.53,0,0.41,0.32,-0.28,0.0768,0.01,-0.0042,68,88,-77,,,,92.9361063,-65.8258386
TOI-712 c,Gaia DR2 5284358990266469760,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,51.69906,0.00017,-0.00017,0.2447,0.003,-0.0028,2.701,0.092,-0.082,,,,0.089,0.083,-0.056,89.78,0.14,-0.11,0,0.28,0.16,-0.19,0.1346,0.0055,-0.0043,115,96,-95,,,,92.9361063,-65.8258386
TOI-712 d,Gaia DR2 5284358990266469760,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,84.8396,0.00043,-0.0004,0.3405,0.0041,-0.0039,2.474,0.09,-0.082,,,,0.073,0.064,-0.049,89.817,0.11,-0.066,0,0.34,0.14,-0.21,0.113,0.0053,-0.0049,30,110,-140,,,,92.9361063,-65.8258386
TOI-715 b,Gaia DR2 5262666416118954368,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,19.288004,0.000027,-0.000024,0.083,0.0027,-0.0027,1.55,0.064,-0.064,,,,,,,89.856,0.018,-0.017,0,0.195,0.023,-0.024,0.448,0.026,-0.023,,,,,,,113.8523276,-73.5774089
TOI-776 b,Gaia DR2 3460438662009633408,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,8.24661,0.00005,-0.00004,0.0652,0.0015,-0.0015,1.85,0.13,-0.13,,,,0.06,0.03,-0.02,89.65,0.22,-0.37,0,0.25,0.1,-0.14,0.1063,0.0104,-0.0104,-67,117,-73,1.88,0.4,-0.44,178.577997,-37.5533568
TOI-776 c,Gaia DR2 3460438662009633408,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,15.6653,0.0004,-0.0003,0.1,0.0024,-0.0024,2.02,0.14,-0.14,,,,0.04,0.02,-0.01,89.51,0.25,-0.21,0,0.27,0.12,-0.11,0.1484,0.0127,-0.0127,-11,55,-79,2.05,0.67,-0.68,178.577997,-37.5533568
TOI-824 b,Gaia DR2 5880886001621564928,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,1.392978,0.000018,-0.000017,0.02177,0.00032,-0.00032,2.926,0.202,-0.191,,,,,,,83.65,0.39,-0.38,0,0.745,0.022,-0.024,0.149,0.014,-0.014,,,,13.2,1.2,-1.3,222.1654705,-57.5888666
TOI-905 b,Gaia DR2 5795534040654879744,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.739494,0.000038,-0.000038,0.04666,0.00096,-0.0011,13.126,0.594,-0.572,,,,0.024,0.025,-0.017,85.68,0.22,-0.26,0,0.816,0.01,-0.012,1.718,0.032,-0.03,39,61,-82,89.1,3.8,-3.6,227.6586754,-71.3616316
TOI-969 b,Gaia DR2 3087206553745290624,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,1.8237305,0.000002,-0.0000021,0.02636,0.00017,-0.00017,2.765,0.088,-0.097,,,,,,,86.75,0.38,-0.41,0,0.48,0.044,-0.051,0.1435,0.0043,-0.0043,,,,,,,115.1366858,2.0985879
WASP-10 b,Gaia DR2 1909762228985058944,1,1,1,SuperWASP,0,3.0927616,0.0000112,-0.0000112,0.03781,0.00067,-0.00047,12.106,0.224,-0.224,,,,,,,88.49,0.22,-0.17,0,0.299,0.029,-0.043,2.525,0.024,-0.028,,,,533.1,7.5,-7.5,348.9930457,31.4627508
WASP-101 b,Gaia DR2 2924661867160818304,1,1,1,SuperWASP,0,3.58572,0.000004,-0.000004,,,,16.029,1.009,-1.009,,,,0,,,85,0.2,-0.2,0,,,,1.3,0.02,-0.02,,,,54,4,-4,98.3511016,-23.486086
WASP-103 b,Gaia DR2 4439085988769170432,1,1,1,SuperWASP,0,0.925542,0.000019,-0.000019,0.01985,0.00021,-0.00021,17.127,0.818,-0.527,,,,,,,86.3,2.7,-2.7,0,0.19,0.13,-0.13,1.195,0.042,-0.038,,,,271,15,-15,249.3148604,7.1833758
WASP-105 b,Gaia DR2 4917441922731087488,1,1,1,SuperWASP-South,0,7.87288,0.00001,-0.00001,0.075,0.003,-0.003,10.761,0.336,-0.336,,,,0,,,89.7,0.2,-0.2,0,0.1,0.08,-0.08,1.2,0.01,-0.01,,,,194,3,-3,24.1678686,-50.659308
WASP-106 b,Gaia DR2 3788394461991295488,1,1,1,SuperWASP,0,9.28971,0.00001,-0.00001,,,,11.433,3.363,-3.363,,,,0,,,89.49,0.5,-0.5,0,,,,0.64,0.018,-0.018,,,,165.3,4.3,-4.3,166.4296276,-5.0794854
WASP-113 b,Gaia DR2 1587399232335653760,1,1,1,SuperWASP-North,0,4.54216875,0.0000042,-0.0000042,0.05885,0.0001,-0.0001,15.793,1.076,-1.569,,,,0,,,86.46,1.2,-0.64,0,0.486,0.063,-0.14,0.809,0.028,-0.028,0,,,48.74,5.2,-5.2,224.8728589,46.9600996
WASP-117 b,Gaia DR2 4746157737910069888,1,1,1,SuperWASP,0,10.02165,0.00055,-0.00055,,,,11.882,0.785,-0.785,,,,0.3,0.02,-0.02,89.14,0.3,-0.3,0,,,,0.8,0.052,-0.052,,,,25.2,0.7,-0.7,36.7758112,-50.2844247
WASP-118 b,Gaia DR2 2562569564026683520,1,1,1,SuperWASP,0,4.0460435,0.0000044,-0.0000044,0.05453,0.00048,-0.00048,16.141,0.404,-0.404,,,,0,,,88.7,0.9,-0.9,0,0.16,0.1,-0.1,0.755,0.019,-0.019,0,,,54.6,1.9,-1.9,19.5505861,2.7027847
WASP-120 b,Gaia DR2 4837286842167819776,1,1,1,SuperWASP,0,3.6112706,0.0000043,-0.0000043,0.0514,0.0007,-0.0007,16.511,1.076,-1.076,,,,0.057,0.022,-0.018,82.54,0.78,-0.78,0,0.78,0.02,-0.02,0.655,0.016,-0.016,-27,48,-28,509,17,-17,62.6160813,-45.8982434
WASP-13 b,Gaia DR2 702295464353437952,1,1,1,SuperWASP,0,4.35301,0.000003,-0.000003,,,,13.675,1.569,-1.569,,,,0,,,85.43,0.29,-0.29,0,,,,0.84,0.016,-0.016,,,,55.5,3.6,-3.6,140.1029654,33.8823291
WASP-130 b,Gaia DR2 6112606840179716096,1,1,1,SuperWASP-South,0,11.55098,0.00001,-0.00001,0.1012,0.0014,-0.0014,9.976,0.336,-0.336,,,,0,,,88.66,0.12,-0.12,0,0.53,0.03,-0.03,0.916,0.014,-0.014,,,,108,2,-2,203.1060194,-42.4752733
WASP-131 b,Gaia DR2 6173451477191225984,1,1,1,SuperWASP-South,0,5.322023,0.000005,-0.000005,0.0607,0.0009,-0.0009,13.675,0.56,-0.56,,,,0,,,85,0.3,-0.3,0,0.73,0.02,-0.02,0.665,0.012,-0.012,,,,30.5,1.7,-1.7,210.1935714,-30.5836084
WASP-135 b,Gaia DR2 4596481632339898240,1,1,1,SuperWASP,0,1.4013794,0.0000008,-0.0000008,0.0243,0.0005,-0.0005,14.572,1.009,-1.009,,,,0,,,82,0.6,-0.6,0,0.8,0.03,-0.03,1.94,0.08,-0.08,,,,346,3,-3,267.2848846,29.8790428
WASP-136 b,Gaia DR2 2441013811932929280,1,1,1,SuperWASP,0,5.215357,0.000006,-0.000006,0.0661,0.0012,-0.0012,15.468,1.793,-1.793,,,,,,,84.7,1.6,-1.3,0,0.59,0.08,-0.14,0.411,0.015,-0.015,,,,,,,0.325761,-8.9262512
WASP-138 b,Gaia DR2 2498515516990171392,1,1,1,SuperWASP,0,3.634433,0.000005,-0.000005,0.0494,0.0007,-0.0007,12.218,0.56,-0.56,,,,,,,88.5,0.9,-1.2,0,0.19,0.12,-0.15,0.683,0.013,-0.013,,,,,,,41.6391598,-0.4641252
WASP-141 b,Gaia DR2 2980392087185289216,1,1,1,SuperWASP-South,0,3.310651,0.000005,-0.000005,0.0469,0.0007,-0.0007,13.563,0.897,-0.897,,,,0,,,87.6,1.3,-1.3,0,0.31,0.12,-0.12,0.83,0.02,-0.02,,,,315,15,-15,71.8244347,-17.1151736
WASP-142 b,Gaia DR2 5674618444832114304,1,1,1,SuperWASP-South,0,2.052868,0.000002,-0.000002,0.0347,0.0007,-0.0007,17.15,0.897,-0.897,,,,0,,,80.2,0.6,-0.6,0,0.77,0.02,-0.02,0.916,0.026,-0.026,,,,109,10,-10,140.5063164,-23.946102
WASP-144 b,Gaia DR2 6582435924022652672,1,1,1,SuperWASP-South,0,2.2783152,0.0000013,-0.0000013,0.0316,0.0005,-0.0005,9.528,0.56,-0.56,,,,0,,,86.9,0.5,-0.5,0,0.45,0.07,-0.07,1.165,0.028,-0.028,,,,78,11,-11,320.7628761,-40.0484393
WASP-147 b,Gaia DR2 2340919358581488768,1,1,1,SuperWASP-South,0,4.60273,0.000027,-0.000027,0.0549,0.0012,-0.0013,12.498,1.569,-1.042,,,,0,,,87.9,1.5,-1.6,0,0.31,0.19,-0.21,0.64,0.062,-0.059,,,,32.7,2.8,-2.8,359.1915117,-22.1532316
WASP-15 b,Gaia DR2 6171009049549197824,1,1,1,SuperWASP,0,3.7521,0.00001,-0.00001,,,,15.805,4.035,-4.035,,,,0,,,85.96,0.35,-0.35,0,,,,0.97,0.012,-0.012,,,,63.4,1.2,-1.2,208.9280111,-32.1597118
WASP-150 b,Gaia DR2 1416731285125373184,1,1,1,SuperWASP-North,0,5.644207,0.000003,-0.000004,0.0694,0.0011,-0.0008,11.994,0.269,-0.28,,,,0.3775,0.0038,-0.0029,84.01,0.25,-0.2,0,0.758,0.011,-0.014,0.44,0.01,-0.01,,,,,,,264.2630197,53.0212751
WASP-151 b,Gaia DR2 2657135741633337088,1,1,1,SuperWASP-South,0,4.5334775,0.0000023,-0.0000023,0.055,0.00084,-0.00084,13.305,0.235,-0.235,,,,0,,,88.25,0.14,-0.14,0,0.304,0.023,-0.023,1.0664,0.0048,-0.0048,,,,,,,349.0634651,0.3066895
WASP-158 b,Gaia DR2 2424621502311961344,1,1,1,SuperWASP-South,0,3.656333,0.000004,-0.000004,0.0517,0.0018,-0.0018,11.994,1.681,-1.681,,,,0,,,87.7,1.5,-1.5,0,0.32,0.23,-0.23,0.63,0.05,-0.05,,,,295,15,-15,4.1463468,-10.9764226
WASP-159 b,Gaia DR2 4864759888238232320,1,1,1,SuperWASP-South,0,3.840401,0.000007,-0.000007,0.0538,0.0015,-0.0015,15.468,1.009,-1.009,,,,0,,,88.1,1.4,-1.4,0,0.18,0.15,-0.15,0.453,0.018,-0.018,,,,57,8,-8,68.1364792,-38.9682973
WASP-16 b,Gaia DR2 6283723285046532864,1,1,1,SuperWASP,0,3.1186,0.000014,-0.000014,,,,13.675,1.121,-1.121,,,,0,,,85.22,0.35,-0.35,0,,,,1.2,0.045,-0.045,,,,116.7,2.2,-2.2,214.6830109,-20.2754374
WASP-161 b,Gaia DR2 5751177095877066496,1,1,1,SuperWASP-South,0,5.4060425,0.0000048,-0.0000048,0.0673,0.0023,-0.0023,12.812,0.729,-0.65,,,,,,,89.01,0.69,-1,0,0.14,0.15,-0.1,0.45092,0.00023,-0.00023,,,,230,12,-12,126.3378248,-11.5009889
WASP-162 b,Gaia DR2 3558354604869150208,1,1,1,SuperWASP-South,0,9.62468,0.00001,-0.00001,0.0871,0.0013,-0.0013,11.209,0.56,-0.56,,,,0.434,0.005,-0.005,89.3,0.5,-0.5,0,0.18,0.14,-0.14,0.87,0.03,-0.03,-1.9,2.2,-2.2,507,8,-8,168.2929079,-17.6577794
WASP-163 b,Gaia DR2 4334991786994866304,1,1,1,SuperWASP-South,0,1.6096884,0.0000015,-0.0000015,0.0266,0.0014,-0.0014,13.473,1.087,-1.087,,,,,,,85.42,1.1,-0.85,0,0.448,0.063,-0.094,1.417,0.067,-0.067,,,,329,14,-14,256.5375549,-10.4130071
WASP-164 b,Gaia DR2 6491038642006989056,1,1,1,SuperWASP-South,0,1.7771255,0.0000028,-0.0000028,0.02818,0.00065,-0.00072,12.644,0.46,-0.482,,,,0,,,82.73,0.22,-0.21,0,0.8216,0.0084,-0.0091,1.542,0.033,-0.033,,,,367,12,-12,344.8735878,-60.4478194
WASP-165 b,Gaia DR2 2415410962124813056,1,1,1,SuperWASP-South,0,3.465509,0.000023,-0.000023,0.04823,0.00091,-0.00092,14.123,2.13,-1.906,,,,0,,,84.9,2.5,-1.7,0,0.53,0.11,-0.22,0.544,0.067,-0.059,,,,76,10,-10,357.5806472,-17.0775947
WASP-166 b,Gaia DR2 5664957444179338240,1,1,1,WASP-South,0,5.44354,0.000004,-0.000004,0.0641,0.0011,-0.0011,7.062,0.336,-0.336,,,,0,,,88,0.7,-0.7,0,0.39,0.1,-0.1,0.281,0.007,-0.007,,,,10.4,0.4,-0.4,144.8751047,-20.9824191
WASP-167 b,Gaia DR2 6154982877299042944,1,1,1,Multiple Observatories,0,2.0219596,0.0000006,-0.0000006,0.0365,0.0006,-0.0006,17.71,0.56,-0.56,,,,,,,79.9,0.3,-0.3,0,0.77,0.01,-0.01,0.82,0.01,-0.01,,,,,,,196.0437932,-35.5495292
WASP-169 b,Gaia DR2 5723772524469252096,1,1,1,WASP-South,0,5.6114118,0.0000092,-0.0000092,0.0681,0.0014,-0.0014,14.617,1.681,-0.818,,,,0,,,87.9,1.4,-2,0,0.27,0.19,-0.19,0.446,0.028,-0.028,,,,52.9,5.4,-5.4,127.3872297,-12.9447683
WASP-17 b,Gaia DR2 6042793005779654656,1,1,1,SuperWASP,0,3.73543,0.000008,-0.000008,,,,20.961,2.69,-2.69,,,,0,,,86.63,0.42,-0.42,0,,,,1.7,0.018,-0.018,,,,59.2,2.9,-2.9,239.9622479,-28.0617941
WASP-170 b,Gaia DR2 5656184406542140032,1,1,1,SuperWASP-South,0,2.34478022,0.0000036,-0.0000036,0.0337,0.0018,-0.0018,12.285,0.953,-0.953,,,,,,,84.87,0.28,-0.28,0,0.689,0.021,-0.021,1.382,0.001,-0.001,,,,255,15,-15,135.4163028,-20.7203686
WASP-171 b,Gaia DR2 5376137837173646208,1,1,1,WASP-South,0,3.8186244,0.0000038,-0.0000038,0.0504,0.00083,-0.00083,10.985,0.785,-0.448,,,,0,,,88.3,1.1,-1.9,0,0.19,0.19,-0.13,0.382,0.018,-0.018,,,,126,10,-10,171.8450533,-44.0887035
WASP-172 b,Gaia DR2 6086712585429729536,1,1,1,SuperWASP-South,0,5.477433,0.000007,-0.000007,0.0694,0.0011,-0.0011,17.598,1.121,-1.121,,,,0,,,86.7,1.1,-1.1,0,0.45,0.12,-0.12,0.72,0.02,-0.02,,,,42,9,-9,199.433742,-47.2375748
WASP-175 b,Gaia DR2 5401743332678544640,1,1,1,WASP-South,0,3.0652907,0.0000011,-0.0000016,0.04403,0.00055,-0.00055,13.54,0.908,-0.908,,,,0,,,85.33,0.62,-0.62,0,0.64,0.043,-0.061,1.064,0.036,-0.036,,,,124,17,-17,166.3187996,-34.1227453
WASP-176 b,Gaia DR2 1750321012752775040,1,1,1,SuperWASP-North,0,3.899052,0.000005,-0.000005,0.0535,0.001,-0.0019,16.87,0.56,-0.504,,,,0,,,86.7,1.3,-1.1,0,0.347,0.098,-0.12,0.64,0.02,-0.02,,,,,,,313.6872928,9.1790688
WASP-177 b,Gaia DR2 2677447294810845824,1,1,1,SuperWASP,0,3.071722,0.000001,-0.000001,0.03957,0.00058,-0.00058,17.71,7.398,-4.035,,,,,,,84.14,0.66,-0.83,0,0.98,0.092,-0.06,1.85,0.35,-0.14,,,,77.3,5.2,-5.2,334.7969885,-1.8344301
WASP-178 b,Gaia DR2 6003809889735481856,1,1,1,WASP-South,0,3.3448285,0.0000012,-0.0000012,0.0558,0.001,-0.001,20.288,1.009,-1.009,,,,0,,,85.7,0.6,-0.6,0,0.54,0.05,-0.05,1.243,0.028,-0.028,,,,139,9,-9,227.270329,-42.7049658
WASP-181 b,Gaia DR2 2512413932376364288,1,1,1,SuperWASP,0,4.5195064,0.0000034,-0.0000034,0.05427,0.00069,-0.00069,13.271,0.796,-0.661,,,,,,,88.38,0.76,-0.59,0,0.34,0.1,-0.15,1.59,0.038,-0.038,,,,35.7,3.9,-3.9,26.7932253,3.1329325
WASP-182 b,Gaia DR2 6677909439240233472,1,1,1,WASP-South,0,3.3769848,0.0000024,-0.0000024,0.0451,0.0009,-0.0009,9.528,0.336,-0.336,,,,0,,,83.88,0.33,-0.33,0,0.775,0.019,-0.019,0.426,0.017,-0.017,,,,19,1.2,-1.2,311.673345,-41.8209828
WASP-183 b,Gaia DR2 3803004978659671040,1,1,1,SuperWASP,0,4.1117771,0.0000051,-0.0000051,0.04632,0.00075,-0.00075,16.477,10.536,-3.699,,,,,,,85.37,0.61,-0.88,0,0.916,0.163,-0.091,2.26,0.6,-0.36,,,,74.8,6.6,-6.6,163.7888521,-0.7370663
WASP-184 b,Gaia DR2 6173435259395017344,1,1,1,WASP-South,0,5.1817,0.00001,-0.00001,0.0627,0.0012,-0.0012,14.908,1.009,-1.009,,,,0,,,86.9,1.1,-1.1,0,0.44,0.14,-0.14,0.69,0.03,-0.03,,,,58,10,-10,209.51701,-30.348153
WASP-185 b,Gaia DR2 6284007337003799552,1,1,1,WASP-South,0,9.38755,0.00002,-0.00002,0.0904,0.0017,-0.0017,14.011,0.897,-0.897,,,,0.24,0.04,-0.04,86.8,0.3,-0.3,0,0.81,0.03,-0.03,0.73,0.05,-0.05,-42,7,-7,88,4,-4,214.0595791,-19.5423062
WASP-186 b,Gaia DR2 2790691147020786816,1,1,1,SuperWASP,0,5.026799,0.000012,-0.000014,0.06,0.0012,-0.0013,12.442,0.336,-0.336,,,,0.33,0.01,-0.01,,,,0,0.84,0.01,-0.02,0.61,0.03,-0.03,173,3,-3,530.29,8.43,-8.59,18.9953122,21.6169065
WASP-187 b,Gaia DR2 306410392895767680,1,1,1,SuperWASP,0,5.147878,0.000005,-0.000009,0.0653,0.0013,-0.0013,18.383,0.56,-0.56,,,,0,,,,,,0,0.76,0.02,-0.02,0.35,0.02,-0.02,0,,,70,6.84,-7.75,17.47474,25.6816494
WASP-19 b,Gaia DR2 5411736896952029568,1,1,1,SuperWASP,0,0.78883852,0.00000075,-0.00000082,0.01652,0.0005,-0.00056,15.861,0.493,-0.538,360.09959,24.79062,-25.10844,0.0126,0.014,-0.0089,79.08,0.34,-0.37,0,0.6671,0.0087,-0.0091,2.077,0.014,-0.014,51,89,-190,255.4,6.1,-6.2,148.4167672,-45.6591078
WASP-190 b,Gaia DR2 4994237247949280000,1,1,1,WASP-South,0,5.367753,0.000004,-0.000004,0.0663,0.0008,-0.0008,12.89,1.009,-1.009,,,,0,,,87.1,0.7,-0.7,0,0.45,0.09,-0.09,0.62,0.02,-0.02,,,,99,9,-9,7.7095292,-40.5734613
WASP-192 b,Gaia DR2 6198312362812872320,1,1,1,WASP-South,0,2.8786765,0.0000028,-0.0000028,0.0408,0.0008,-0.0008,13.787,0.897,-0.897,,,,0,,,82.7,0.6,-0.6,0,0.84,0.03,-0.03,0.926,0.061,-0.061,,,,307,17,-17,223.6587187,-38.7445469
WASP-193 b,Gaia DR2 5453063823882876032,1,1,1,WASP-South,0,6.2463345,0.0000003,-0.0000003,0.0676,0.0015,-0.0015,16.41,0.661,-0.639,,,,0.056,0.068,-0.04,88.49,0.78,-0.49,0,0.309,0.094,-0.16,1.24,0.11,-0.11,,,,14.8,3,-3,164.3491401,-29.9971229
WASP-21 b,Gaia DR2 2831084391023184128,1,1,1,SuperWASP,0,4.322482,0.000019,-0.000024,0.052,0.00041,-0.00044,11.99,0.56,-0.56,,,,0,,,88.75,0.84,-0.7,0,0.23,0.12,-0.15,1.082,0.037,-0.035,,,,37.2,1.1,-1.1,347.4928024,18.3961597
WASP-22 b,Gaia DR2 5086537022856406272,1,1,1,SuperWASP,0,3.53269,0.00001,-0.00001,,,,13.787,1.569,-1.569,,,,0.02,0.01,-0.01,89.2,0.5,-0.5,0,,,,1,0.04,-0.04,,,,70,1.7,-1.7,52.8180374,-23.8197924
WASP-23 b,Gaia DR2 5557345496687437696,1,1,1,SuperWASP,0,2.9444256,0.0000011,-0.0000013,0.0376,0.0016,-0.0024,10.783,0.527,-0.628,,,,0.062,,,88.39,0.79,-0.45,0,,,,1.691,0.01,-0.011,,,,,,,101.1275033,-42.7622296
WASP-25 b,Gaia DR2 6186950525042445824,1,1,1,SuperWASP,0,3.76483,0.000005,-0.000005,,,,11.994,1.121,-1.121,,,,0,,,88,0.5,-0.5,0,,,,1.9,0.02,-0.02,,,,75.5,5.3,-5.3,195.3597581,-27.5222273
WASP-28 b,Gaia DR2 2641087471777046016,1,1,1,SuperWASP,0,3.40883495,0.00000015,-0.00000015,0.0442,0.001,-0.001,13.664,0.314,-0.314,,,,0,,,88.514,0.09,-0.09,0,0.228,0.013,-0.013,1.3396,0.0026,-0.0026,,,,,,,353.6162694,-1.5799849
WASP-29 b,Gaia DR2 6534414719318224512,1,1,1,SuperWASP,0,3.92273,0.000004,-0.000004,,,,8.631,0.785,-0.785,,,,0.03,0.04,-0.04,88.8,0.7,-0.7,0,,,,1,0.04,-0.04,,,,35.6,2.7,-2.7,357.8791976,-39.9071215
WASP-31 b,Gaia DR2 3545873945303316224,1,1,1,SuperWASP,0,3.4059096,0.000005,-0.000005,0.04659,0.00035,-0.00035,17.363,0.56,-0.56,,,,0,,,84.41,0.22,-0.22,0,,,,1.615,0.027,-0.027,,,,,,,169.4388603,-19.0547781
WASP-32 b,Gaia DR2 2546413408888429696,1,1,1,SuperWASP,0,2.71866,0.000002,-0.000002,,,,10.761,1.681,-1.681,,,,0,,,85.1,0.2,-0.2,0,,,,1.1,0.01,-0.01,,,,478,11,-11,3.9617073,1.2005122
WASP-34 b,Gaia DR2 3537110833333561728,1,1,1,SuperWASP,0,4.31768,0.000005,-0.000005,,,,11.209,0.897,-0.897,,,,0.04,0.01,-0.01,85.2,0.2,-0.2,0,,,,1.3,0.026,-0.026,,,,72.1,1.2,-1.2,165.3993679,-23.8609457
WASP-35 b,Gaia DR2 3211188618762023424,1,1,1,SuperWASP,0,3.16158,0.000002,-0.000002,,,,14.572,0.785,-0.785,,,,0,,,87.96,0.28,-0.28,0,,,,1.5,0.01,-0.01,,,,94.8,7.1,-7.1,76.0818912,-6.2297801
WASP-37 b,Gaia DR2 3652176997218325888,1,1,1,SuperWASP,0,3.577469,0.000011,-0.000011,0.0446,0.0019,-0.0019,13.002,0.785,-0.673,,,,0,,,88.82,0.77,-0.86,0,,,,1.427,0.03,-0.023,,,,,,,221.9438866,1.0650227
WASP-38 b,Gaia DR2 4453211899986180352,1,1,1,SuperWASP,0,6.87188,0.00001,-0.00001,,,,13.787,0.673,-0.673,,,,0.03,0,0,89.5,0.35,-0.35,0,,,,0.69,0.01,-0.01,,,,252,4,-4,243.9597194,10.0324103
WASP-39 b,Gaia DR2 3643098875168270592,1,1,1,SuperWASP,0,4.055259,0.000009,-0.000009,0.0486,0.0005,-0.0005,14.235,0.448,-0.448,,,,0,,,87.83,0.25,-0.22,0,,,,2.11,0.03,-0.04,,,,,,,217.3266477,-3.4444994
WASP-41 b,Gaia DR2 6160877943251930368,1,1,2,SuperWASP,0,3.0524,0.000001,-0.000001,,,,12.33,0.56,-0.56,,,,0,,,89.4,0.3,-0.3,0,,,,1.9,0.01,-0.01,,,,138,2,-2,190.6188034,-30.6398176
WASP-44 b,Gaia DR2 2424406513428936832,1,1,1,SuperWASP,0,2.423804,0.000008,-0.000008,0.03453,0.00065,-0.00065,12.33,0.908,-0.852,276.19427,20.02329,-19.70546,,,,86.21,0.68,-0.64,0,0.541,0.061,-0.074,1.56,0.06,-0.06,,,,138,8,-9,3.9032733,-11.9382645
WASP-48 b,Gaia DR2 2141754578242371584,1,1,1,SuperWASP,0,2.14363,0.000003,-0.000003,,,,16.814,2.242,-2.242,,,,0,,,80.09,0.62,-0.62,0,,,,0.96,0.02,-0.02,,,,136,11.3,-11.3,291.1623865,55.4730273
WASP-5 b,Gaia DR2 6533307957785865856,1,1,1,SuperWASP,0,1.6284279,0.0000022,-0.0000049,0.0267,0.0012,-0.0008,12.184,0.762,-0.796,,,,0.038,0.026,-0.018,86.9,2.8,-0.7,0,0.31,0.06,-0.28,1.18,0.022,-0.029,34.38,26.93,-22.35,279.7,9.2,-6.3,359.3490277,-41.2772202
