# CONSTRAINT:  where (gaia_id not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and default_flag = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and sy_snum = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_controv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and ttv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_trandep not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,gaia_id,default_flag,sy_snum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,st_teff,st_tefferr1,st_tefferr2,st_met,st_meterr1,st_meterr2,ra,dec
OGLE-TR-10 b,OGLE-TR-10,Gaia DR2 4056443366649948160,1,1,0,3.101278,,,0.0434,0.0013,-0.0015,197.046,44.494,-44.494,,,,90,0,-3.9,0,,,,1.21,0.044,-0.044,5950,130,,,,,267.8677483,-29.8764758
OGLE-TR-113 b,OGLE-TR-113,Gaia DR2 5242077854771196544,1,1,0,1.4324752,,,0.02289,0.00016,-0.00015,400.449,50.851,-50.851,,,,87.8,1.6,-0.62,0,,,,2.103,0.047,-0.014,4790,75,,,,,163.1010355,-61.4468591
OGLE-TR-132 b,OGLE-TR-132,Gaia DR2 5241964708164136192,1,1,0,1.689868,,,0.03035,0.00057,-0.00053,375.02,44.49,-41.32,,,,83.4,2.9,-1.3,0,0.56,0.046,-0.22,0.917,,,6210,75,-75,0.37,0.1,-0.1,162.6440933,-61.9572476
OGLE-TR-182 b,OGLE-TR-182,Gaia DR2 5337294049909975680,1,1,0,3.9791,0.00001,-0.00001,0.051,0.001,-0.001,320.995,47.672,-47.672,0,,,85.7,0.3,-0.3,0,,,,1.04,0.083,-0.08,5924,64,,,,,167.3279228,-61.0952624
OGLE-TR-211 b,OGLE-TR-211,Gaia DR2 5253607539857229568,1,1,0,3.67724,0.00003,-0.00003,0.051,0.001,-0.001,327.351,63.563,-63.563,0,,,87.2,,,0,,,,0.723,0.07,-0.066,6325,91,,,,,160.0598236,-62.4555353
OGLE-TR-56 b,OGLE-TR-56,Gaia DR2 4056326681029056896,1,1,0,1.2119189,,,0.02383,0.00046,-0.00051,441.77,57.21,-54.03,,,,77.6,0.91,-1,0,0.817,0.016,-0.031,0.9168,,,6050,100,,,,,269.1479583,-29.5392222
OGLE2-TR-L9 b,OGLE2-TR-L9,Gaia DR2 5337273743301313536,1,1,0,2.4855335,0.0000007,-0.0000007,0.0308,0.0005,-0.0005,1430.175,476.725,-476.725,,,,79.8,0.3,-0.3,0,,,,1.177,0.021,-0.021,6933,58,,,,,166.9798793,-61.1462496
PH2 b,PH2,Gaia DR2 2139300262131379584,1,1,0,282.5255,0.001,-0.001,0.828,0.009,-0.009,,,,0.41,0.08,-0.29,89.83,0.03,-0.02,0,0.512,0.05,-0.066,0.9882,0.0126,-0.0126,5629,42,-45,-0.078,0.032,-0.028,289.7636212,51.962683
Qatar-3 b,Qatar-3,Gaia DR2 2878641361300809856,1,1,0,2.5079204,,,0.03783,0.00069,-0.00069,1369.8473,149.3801,-149.3801,0,,,86.8,2,-2,0,0.35,0.22,-0.22,0.789,0.032,-0.032,6007,52,-52,-0.041,0.081,-0.081,359.1519716,36.2129562
Qatar-4 b,Qatar-4,Gaia DR2 385697172809355392,1,1,0,1.8053564,,,0.02803,0.00048,-0.00048,1938.763,171.6282,-171.6282,0,,,87.5,1.6,-1.6,0,0.31,0.19,-0.19,1.902,0.083,-0.083,5215,50,-50,0.103,0.081,-0.081,4.859275,44.0275965
Qatar-5 b,Qatar-5,Gaia DR2 382111248777193216,1,1,0,2.8792319,,,0.04127,0.00067,-0.00067,1373.0256,57.2094,-57.2094,0,,,88.74,0.87,-0.87,0,0.18,0.16,-0.16,1.126,0.028,-0.028,5747,49,-49,0.377,0.08,-0.08,7.0539375,42.0613451
TOI-1064 b,TOI-1064,Gaia DR2 6683371847364921088,1,1,0,6.443868,0.000025,-0.000025,0.06152,0.00086,-0.00089,13.5,1.7,-1.8,0.047,0.038,-0.03,87.709,0.083,-0.097,0,0.728,0.029,-0.023,0.1067,0.0029,-0.0027,4734,67,-67,0.05,0.08,-0.08,296.0039349,-47.5620305
TOI-1194 b,TOI-1194,Gaia DR2 1074139748425931008,1,1,0,2.310644,0.000001,-0.000001,0.03428,0.00055,-0.00055,144.92975,17.48056,-16.20925,0.076,0.032,-0.043,83.98,0.5,-0.5,0,0.802,0.025,-0.027,0.6717,0.0078,-0.0078,5446,51,-48,0.29,0.078,-0.078,167.8214811,69.9647749
TOI-122 b,TOI-122,Gaia DR2 6411096106487783296,1,1,0,5.07803,0.000015,-0.000015,0.0392,0.0007,-0.0007,,,,0,,,88.4,0.6,-0.4,0,0.72,0.07,-0.18,0.56,,,3403,100,-100,,,,332.9482355,-58.946085
TOI-1231 b,TOI-1231,Gaia DR2 5357465071715078016,1,1,0,24.245586,0.000064,-0.000066,0.1288,0.0021,-0.0022,15.4,3.3,-3.3,0.087,0.12,-0.061,89.73,0.18,-0.18,0,0.27,0.19,-0.18,0.492,0.027,-0.024,3553,51,-52,0.041,0.069,-0.063,156.74726,-52.4678724
TOI-125 b,TOI-125,Gaia DR2 4698692744355471616,1,1,0,4.65382,0.00033,-0.00031,0.05186,0.00086,-0.00077,9.5,0.88,-0.88,0.194,0.041,-0.036,88.92,0.71,-0.6,0,0.27,0.17,-0.18,0.087,0.0043,-0.004,5320,39,-39,-0.02,0.03,-0.03,23.5934253,-66.6763495
TOI-125 c,TOI-125,Gaia DR2 4698692744355471616,1,1,0,9.15059,0.0007,-0.00082,0.0814,0.0013,-0.0013,6.63,0.99,-0.99,0.066,0.07,-0.047,88.54,0.41,-0.19,0,0.522,0.086,-0.18,0.0891,0.006,-0.0057,5320,39,-39,-0.02,0.03,-0.03,23.5934253,-66.6763495
TOI-125 d,TOI-125,Gaia DR2 4698692744355471616,1,1,0,19.98,0.005,-0.0056,0.137,0.0022,-0.0022,13.6,1.2,-1.2,0.168,0.088,-0.062,88.795,0.18,-0.1,0,0.652,0.093,-0.16,0.1,0.012,-0.011,5320,39,-39,-0.02,0.03,-0.03,23.5934253,-66.6763495
TOI-1260 b,TOI-1260,Gaia DR2 1053809778428567680,1,1,0,3.127463,0.000005,-0.000005,0.0367,0.0011,-0.0011,8.56,1.54,-1.54,0,,,89.03,0.61,-0.61,0,0.2,0.12,-0.12,0.1082,0.0037,-0.0037,4227,85,-85,-0.1,0.07,-0.07,157.1440712,65.8541986
TOI-1260 c,TOI-1260,Gaia DR2 1053809778428567680,1,1,0,7.493134,0.00002,-0.00002,0.0657,0.002,-0.002,13.2,4.23,-4.23,0,,,87.97,0.11,-0.11,0,0.75,0.02,-0.02,0.1421,0.0055,-0.0055,4227,85,-85,-0.1,0.07,-0.07,157.1440712,65.8541986
TOI-1260 d,TOI-1260,Gaia DR2 1053809778428567680,1,1,0,16.608164,0.000083,-0.000083,0.1116,0.0033,-0.0033,11.84,7.79,-7.79,0,,,89.14,0.1,-0.1,0,0.53,0.05,-0.05,0.1808,0.0078,-0.0078,4227,85,-85,-0.1,0.07,-0.07,157.1440712,65.8541986
TOI-1268 b,TOI-1268,Gaia DR2 1675923005135391488,1,1,0,8.1577094,0.0000045,-0.0000045,0.0711,0.0063,-0.0058,96.4,8.2,-8.3,0.105,0.04,-0.039,88.63,0.32,-0.3,0,0.423,0.063,-0.081,0.8186,0.0205,-0.0192,5300,100,-100,0.36,0.06,-0.06,198.3885831,62.3053799
TOI-1416 b,TOI-1416,Gaia DR2 1491634483976350720,1,1,0,1.0697568,0.0000028,-0.0000028,0.019,0.0003,-0.0003,3.48,0.47,-0.47,0,,,85.7,1.7,-1.4,0,0.39,0.1,-0.14,0.0455,,,4884,70,-70,0.08,0.05,-0.05,216.9234892,41.9529862
TOI-1420 b,TOI-1420,Gaia DR2 2221164434736927360,1,1,0,6.9561063,0.0000017,-0.0000017,0.071,0.0012,-0.0012,25.1,3.8,-3.8,0.17,,,88.58,0.13,-0.13,0,0.412,0.036,-0.036,1.396,0.014,-0.014,5510,110,-110,0.28,0.074,-0.074,322.9418092,66.3490054
TOI-1431 b,TOI-1431,Gaia DR2 2188906825165621120,1,1,0,2.650237,0.000003,-0.000003,0.046,0.002,-0.002,991.62463,57.20911,-57.20911,0.0022,0.003,-0.0016,80.13,0.13,-0.13,0,0.881,0.004,-0.004,0.5797,0.0007,-0.0007,7690,400,-250,0.09,0.03,-0.03,316.2036922,55.5880221
TOI-1470 b,TOI-1470,Gaia DR2 427224073427887360,1,1,0,2.527093,0.000004,-0.000003,0.0285,0.0004,-0.0004,7.32,1.21,-1.24,0.3,,,87.42,0.12,-0.12,0,0.59,0.02,-0.02,0.1814,0.0065,-0.0061,3709,11,-11,0,0.03,-0.03,10.0891431,61.2133868
TOI-1470 c,TOI-1470,Gaia DR2 427224073427887360,1,1,0,18.08816,0.00006,-0.00008,0.106,0.001,-0.001,7.24,2.87,-2.77,0.5,,,89.47,0.03,-0.03,0,0.47,0.02,-0.02,0.2315,0.0034,-0.0034,3709,11,-11,0,0.03,-0.03,10.0891431,61.2133868
TOI-1478 b,TOI-1478,Gaia DR2 5723638723350902400,1,1,0,10.180249,0.000015,-0.000015,0.0903,0.0018,-0.0013,270.47333,16.52716,-14.93801,0.024,0.032,-0.017,88.51,0.29,-0.22,0,0.481,0.05,-0.076,1.083,0.032,-0.032,5597,83,-82,0.078,0.072,-0.066,126.4337428,-13.5595485
TOI-157 b,TOI-157,Gaia DR2 4624979393181971328,1,1,0,2.0845435,0.0000023,-0.0000023,0.03138,0.00025,-0.0002,375.0394,41.3179,-38.1396,0,,,82.01,0.15,-0.16,0,0.8045,0.0069,-0.0068,1.283,0.013,-0.012,5404,70,-67,0.24,0.09,-0.09,73.7014398,-76.6806061
TOI-1601 b,TOI-1601,Gaia DR2 338382713564401920,1,1,0,5.331751,0.000011,-0.000011,0.06864,0.00079,-0.00075,314.6517,34.9613,-34.9613,0.036,0.044,-0.026,88.84,0.81,-1.1,0,0.136,0.13,-0.095,0.3395,0.0083,-0.0081,5948,87,-89,0.329,0.073,-0.075,38.361569,41.0134321
TOI-1680 b,TOI-1680,Gaia DR2 2242756094328104576,1,1,0,4.8026345,0.000004,-0.0000039,0.03144,0.00025,-0.00026,,,,,,,89.58,0.26,-0.22,0,0.23,0.11,-0.14,0.407,0.019,-0.018,3225,99,-100,0.04,0.2,-0.2,292.313979,65.9738018
TOI-169 b,TOI-169,Gaia DR2 4684513614202233728,1,1,0,2.2554477,0.0000063,-0.0000063,0.03524,0.00069,-0.00079,251.40353,20.34112,-19.0698,0,,,80.98,0.31,-0.38,0,0.9221,0.014,-0.0098,0.75,0.1,-0.053,5880,54,-49,0.24,0.09,-0.09,16.7786879,-75.1989452
TOI-1695 b,TOI-1695,Gaia DR2 534988616816537728,1,1,0,3.1342791,0.0000071,-0.0000063,0.033548,0.00026,-0.000268,6.36,1,-1,0.097,,,87.2,1.3,-0.5,0,0.69,0.11,-0.31,0.1236,0.0083,-0.0081,3690,50,-50,0,0.5,-0.5,21.9217346,72.2966148
TOI-172 b,TOI-172,Gaia DR2 6801474136516893184,1,1,0,9.47725,0.00064,-0.00079,0.0914,0.0017,-0.0017,1722.6386,69.9226,-63.566,0.3806,0.0093,-0.009,88.2,1.1,-1,0,0.22,0.12,-0.14,0.312,0.01,-0.01,5645,50,-50,0.148,0.079,-0.08,316.6318791,-26.6928654
TOI-178 b,TOI-178,Gaia DR2 2318295979126499200,1,1,0,1.914558,0.000018,-0.000018,0.02607,0.00078,-0.00078,1.5,0.39,-0.44,,,,88.8,0.8,-1.3,0,0.17,0.19,-0.13,0.0263,0.0032,-0.003,4316,70,-70,-0.23,0.05,-0.05,7.3020115,-30.4541159
TOI-178 c,TOI-178,Gaia DR2 2318295979126499200,1,1,0,3.23845,0.00002,-0.000019,0.037,0.0011,-0.0011,4.77,0.55,-0.68,,,,88.4,1.1,-1.6,0,0.34,0.3,-0.23,0.0551,0.0068,-0.0059,4316,70,-70,-0.23,0.05,-0.05,7.3020115,-30.4541159
TOI-178 d,TOI-178,Gaia DR2 2318295979126499200,1,1,0,6.5577,0.000016,-0.000016,0.0592,0.0018,-0.0018,3.01,0.8,-1.03,,,,88.58,0.2,-0.18,0,0.485,0.051,-0.06,0.1313,0.0064,-0.0065,4316,70,-70,-0.23,0.05,-0.05,7.3020115,-30.4541159
TOI-178 e,TOI-178,Gaia DR2 2318295979126499200,1,1,0,9.961881,0.000042,-0.000042,0.0783,0.0023,-0.0024,3.86,1.25,-0.94,,,,88.71,0.16,-0.13,0,0.583,0.046,-0.066,0.0968,0.0069,-0.0071,4316,70,-70,-0.23,0.05,-0.05,7.3020115,-30.4541159
TOI-178 f,TOI-178,Gaia DR2 2318295979126499200,1,1,0,15.231915,0.000115,-0.000095,0.1039,0.0031,-0.0031,7.72,1.67,-1.52,,,,88.723,0.071,-0.069,0,0.765,0.027,-0.031,0.1037,0.0094,-0.009,4316,70,-70,-0.23,0.05,-0.05,7.3020115,-30.4541159
TOI-178 g,TOI-178,Gaia DR2 2318295979126499200,1,1,0,20.7095,0.00014,-0.00011,0.1275,0.0038,-0.0039,3.94,1.31,-1.62,,,,88.823,0.045,-0.047,0,0.866,0.017,-0.019,0.1633,0.0157,-0.0139,4316,70,-70,-0.23,0.05,-0.05,7.3020115,-30.4541159
TOI-1789 b,TOI-1789,Gaia DR2 646125297938578944,1,1,0,3.208664,0.000015,-0.000015,0.04882,0.00063,-0.0016,222.47988,50.85255,-50.85255,,,,78.41,0.36,-0.58,0,0.972,0.017,-0.011,0.463,0.16,-0.08,5991,55,-55,0.373,0.071,-0.086,142.743406,26.5399951
TOI-1807 b,TOI-1807,Gaia DR2 1476485996883837184,1,1,0,0.549372,0.000007,-0.000007,0.00812,0.00037,-0.00038,,,,,,,77.7,1.1,-1.2,0,0.546,0.038,-0.038,0.0312,0.0015,-0.0015,4757,51,-50,-0.029,0.061,-0.043,201.2826259,38.9223671
TOI-181 b,TOI-181,Gaia DR2 6552346035980010624,1,1,0,4.532,0.000002,-0.000002,0.0539,0.0043,-0.0036,46.1687,2.71,-7.83,0.1543,0.06,-0.03,88.28,0.32,-0.34,0,0.5348,0.05,-0.07,0.73,0.018,-0.021,4994,50,-50,0.272,0.08,-0.08,352.1725409,-34.4914099
TOI-1811 b,TOI-1811,Gaia DR2 3962403923821595264,1,1,0,3.7130765,0.0000017,-0.0000017,0.04389,0.00058,-0.00055,308.92921,24.15496,-24.79062,0.052,0.062,-0.037,86.48,0.15,-0.2,0,0.7393,0.0083,-0.0088,1.761,0.019,-0.019,4766,52,-54,0.306,0.076,-0.077,188.9223576,27.2143766
TOI-198 b,TOI-198,Gaia DR2 2333676738049780352,1,1,0,10.2152,0.00006,-0.00006,0.1,0.006,-0.006,,,,,,,89.89,0.102,-0.102,0,0.094,0.086,-0.086,0.0894,0.0064,-0.0064,3650,75,-75,-0.7,0.5,-0.5,2.2715087,-27.1217452
TOI-2010 b,TOI-2010,Gaia DR2 2136815881249993600,1,1,0,141.834025,0.000065,-0.000066,0.5516,0.0078,-0.0093,408.72733,17.48056,-18.11622,0.212,0.022,-0.021,89.903,0.064,-0.059,0,0.147,0.088,-0.097,1.16,0.011,-0.011,5929,74,-74,0.168,0.055,-0.055,292.1669417,53.4873694
TOI-2025 b,TOI-2025,Gaia DR2 2296342614570999552,1,1,0,8.8720982,0.0000077,-0.0000077,0.0892,0.0018,-0.0023,1144.18227,104.88337,-104.88337,0.394,0.035,-0.038,88.65,0.9,-0.92,0,0.19,0.14,-0.13,0.5578,0.0078,-0.0065,5977,79,-78,0.15,0.11,-0.1,282.7952558,82.2454143
TOI-2096 b,TOI-2096,Gaia DR2 1126422935076082176,1,1,0,3.1190633,0.00001,-0.0000093,0.025,0.001,-0.001,,,,0.15,0.27,-0.12,89.24,0.49,-0.49,0,0.3,0.23,-0.19,0.266,0.017,-0.017,3300,50,-50,-0.03,0.2,-0.2,151.6186989,74.8272107
TOI-2096 c,TOI-2096,Gaia DR2 1126422935076082176,1,1,0,6.38784,0.000012,-0.000012,0.04,0.002,-0.002,,,,0.1,0.17,-0.06,89.56,0.26,-0.23,0,0.28,0.15,-0.16,0.636,0.018,-0.018,3300,50,-50,-0.03,0.2,-0.2,151.6186989,74.8272107
TOI-2109 b,TOI-2109,Gaia DR2 4558177980120149632,1,1,0,0.67247414,0.00000003,-0.00000028,0.01791,0.00065,-0.00065,1595.4986,238.37131,-238.37131,,,,70.74,0.37,-0.37,0,0.7481,0.0073,-0.0073,0.6651,0.0036,-0.0036,6540,160,-160,0.068,0.07,-0.062,253.1862971,16.5799153
TOI-2145 b,TOI-2145,Gaia DR2 1344163891352965632,1,1,0,10.26075,0.00083,-0.00082,0.1108,0.0012,-0.0016,1671.77742,120.77479,-117.59651,0.208,0.034,-0.047,88.1,1.3,-1.2,0,0.23,0.16,-0.16,0.1597,0.0035,-0.0032,6177,67,-67,0.247,0.074,-0.072,263.7580753,40.6950428
TOI-2154 b,TOI-2154,Gaia DR2 570653411060484480,1,1,0,3.8240801,0.0000025,-0.0000025,0.0513,0.0011,-0.0013,292.40213,60.3874,-57.20911,0.117,0.1,-0.079,83.37,0.55,-0.75,0,0.8636,0.0071,-0.0082,1.143,0.02,-0.019,6280,160,-160,0.011,0.071,-0.059,71.0281482,84.3642652
TOI-2207 b,TOI-2207,Gaia DR2 6675883485986480256,1,1,0,8.001968,0.000024,-0.000025,0.0854,0.0015,-0.0016,203.41018,31.78284,-38.13941,0.174,0.048,-0.052,88.84,0.79,-0.85,0,0.2,0.16,-0.14,0.4273,0.0098,-0.009,6101,75,-73,0.181,0.086,-0.086,307.5966925,-44.8876181
TOI-2236 b,TOI-2236,Gaia DR2 4613145315172329984,1,1,0,3.5315902,0.0000026,-0.0000026,0.05009,0.0008,-0.00082,502.16888,127.13136,-123.95308,0,0.048,-0.052,83.58,0.26,-0.25,0,0.766,0.013,-0.014,0.7011,0.0092,-0.009,6248,72,-77,0.119,0.081,-0.078,20.1660113,-86.979965
TOI-2257 b,TOI-2257,Gaia DR2 1716345832872291968,1,1,0,35.189346,0.00009,-0.00009,0.145,0.003,-0.003,,,,0.496,0.216,-0.133,89.786,0.078,-0.062,0,0.374,0.098,-0.137,0.413,0.018,-0.017,3430,130,-130,-0.27,0.37,-0.37,194.7396141,77.6617157
TOI-2364 b,TOI-2364,Gaia DR2 3022644120017418496,1,1,0,4.0197517,0.0000043,-0.0000043,0.04871,0.00069,-0.00079,71.51139,13.66662,-15.57359,0,,,88.98,0.62,-0.54,0,0.21,0.1,-0.13,0.794,0.016,-0.015,5306,76,-68,0.344,0.085,-0.085,89.1300265,-5.0120298
TOI-237 b,TOI-237,Gaia DR2 2329387852426700800,1,1,0,5.436098,0.000039,-0.000039,0.0341,0.001,-0.001,,,,0,,,89.5,0.4,-0.6,0,0.3,0.27,-0.21,0.38,,,3212,100,-100,,,,353.2435381,-29.416487
TOI-2421 b,TOI-2421,Gaia DR2 4968289907406396160,1,1,0,4.3474032,0.0000079,-0.0000078,0.0543,0.0021,-0.001,105.83686,25.10844,-25.10844,0,0.048,-0.052,86.49,1.3,-0.76,0,0.409,0.071,-0.13,0.2949,0.0071,-0.0075,5607,68,-68,0.19,0.083,-0.085,33.1540208,-35.3909182
TOI-244 b,TOI-244,Gaia DR2 5001098681543159040,1,1,0,7.397225,0.000026,-0.000023,0.0559,0.0013,-0.0013,2.68,0.3,-0.3,,,,88.32,0.16,-0.16,0,0.61,0.31,-0.31,0.106,0.012,-0.012,3433,100,-100,-0.39,0.07,-0.07,10.5697537,-36.7179743
TOI-2497 b,TOI-2497,Gaia DR2 3342228616422593664,1,1,0,10.655669,0.000038,-0.000038,0.1166,0.0018,-0.0018,1531.93292,130.30965,-130.30965,0.195,0.043,-0.04,88.16,1.1,-0.8,0,0.35,0.16,-0.21,0.1877,0.005,-0.0044,7360,320,-300,0.094,0.076,-0.072,90.0625878,11.8840577
TOI-2567 b,TOI-2567,Gaia DR2 2254929887069708160,1,1,0,5.983944,0.000013,-0.000013,0.0672,0.0024,-0.0012,63.88351,10.80617,-9.85268,0,0.048,-0.052,88.3,1.1,-0.82,0,0.26,0.11,-0.16,0.3537,0.0073,-0.0068,5611,62,-65,0.241,0.078,-0.079,288.4656683,66.3479375
TOI-257 b,TOI-257,Gaia DR2 4747624104168195072,1,1,0,18.38818,0.00085,-0.00084,0.1528,0.0016,-0.0017,43.86032,7.31005,-7.31005,0,,,87.91,0.11,-0.1,0,0.643,0.019,-0.02,0.124,0.0016,-0.0016,6095,89,-89,0.175,0.099,-0.098,47.5172608,-50.8322632
TOI-2570 b,TOI-2570,Gaia DR2 3445148131761842944,1,1,0,2.9887615,0.0000022,-0.0000022,0.04145,0.00081,-0.00086,260.61929,20.02319,-20.65885,0,0.048,-0.052,87.73,0.75,-0.57,0,0.32,0.07,-0.1,1.304,0.026,-0.026,5771,89,-87,0.191,0.083,-0.083,87.1880397,32.0840435
TOI-262 b,TOI-262,Gaia DR2 5019835424832215424,1,1,0,11.14529,0.00003,-0.00003,0.163,0.002,-0.002,,,,,,,89.011,0.413,-0.413,0,0.719,0.328,-0.328,0.0484,0.0066,-0.0066,5310,124,-124,0.26,0.07,-0.07,32.534687,-31.0706272
TOI-2796 b,TOI-2796,Gaia DR2 3222453935725951488,1,1,0,4.8084983,0.0000057,-0.0000056,0.0569,0.001,-0.0011,139.8445,31.78284,-34.96112,0,,,85.22,,,0,0.97,,,2.24,,,5764,81,-78,0.239,0.076,-0.079,84.1527191,0.8962788
TOI-2818 b,TOI-2818,Gaia DR2 5545555570947605376,1,1,0,4.039709,0.0000024,-0.0000023,0.0493,0.001,-0.0008,225.65817,82.63539,-82.63539,0,,,87.73,0.75,-0.55,0,0.34,0.07,-0.11,1.3,0.03,-0.03,5721,88,-83,-0.02,0.11,-0.09,119.0598183,-35.1167104
TOI-2842 b,TOI-2842,Gaia DR2 3046327742219111808,1,1,0,3.5514058,0.0000077,-0.0000078,0.0475,0.001,-0.0011,117.59651,16.52708,-14.93794,0,,,84.42,0.34,-0.35,0,0.785,0.02,-0.022,0.867,0.037,-0.036,5910,100,-100,0.233,0.087,-0.09,108.0442066,-10.63934
TOI-2977 b,TOI-2977,Gaia DR2 5305241494923209856,1,1,0,2.3505614,0.0000025,-0.0000025,0.03386,0.00067,-0.0005,533.95172,82.63539,-79.4571,0,,,89.19,0.57,-0.82,0,0.097,0.095,-0.067,1.265,0.034,-0.033,5691,94,-93,0.013,0.087,-0.085,143.9265177,-60.3574758
TOI-3023 b,TOI-3023,Gaia DR2 5227928170880093568,1,1,0,3.9014971,0.0000031,-0.0000031,0.0505,0.0015,-0.0009,197.05361,31.78284,-28.60456,0,,,88.9,0.8,-1,0,0.13,0.11,-0.09,0.815,0.012,-0.012,5760,85,-88,0.085,0.084,-0.083,165.3158231,-72.3567044
TOI-3362 b,TOI-3362,Gaia DR2 5351820556994135296,1,1,0,18.09547,0.00003,-0.00003,0.153,0.002,-0.003,1598.35906,212.30938,-205.31715,0.815,0.023,-0.032,89.14,0.584,-0.668,0,0.27,0.207,-0.184,0.41,0.02,-0.02,6532,88,-86,0.017,0.057,-0.049,155.9841428,-56.8431169
TOI-3364 b,TOI-3364,Gaia DR2 5409268527708808320,1,1,0,5.8768918,0.0000069,-0.0000069,0.0675,0.0011,-0.0016,530.77344,38.13941,-41.31769,0,,,88.79,0.75,-0.68,0,0.22,0.11,-0.13,0.624,0.024,-0.022,5706,95,-91,0.387,0.072,-0.081,144.5377709,-49.3352226
TOI-3693 b,TOI-3693,Gaia DR2 404433018447476096,1,1,0,9.088516,0.000026,-0.000027,0.0813,0.0011,-0.0012,324.18498,76.27882,-69.92225,0,0.048,-0.052,89.57,0.29,-0.28,0,0.17,0.1,-0.11,2.134,0.041,-0.039,5321,86,-82,0.071,0.079,-0.076,15.6543938,51.3038918
TOI-3785 b,TOI-3785,Gaia DR2 1044013542142711296,1,1,0,4.6747373,0.0000038,-0.0000038,0.043,0.001,-0.001,14.95,4.1,-3.92,0.11,0.1,-0.08,88.1,0.01,-0.01,0,0.6,0.02,-0.03,0.9254,0.0003,-0.0003,3576,88,-88,0.099,0.117,-0.117,130.9002258,63.0780768
TOI-3807 b,TOI-3807,Gaia DR2 1117620107545810944,1,1,0,2.8989727,0.0000038,-0.0000039,0.0421,0.0007,-0.0011,330.54154,47.67426,-44.49598,0,,,80.81,,,0,1,,,1.36,,,5772,84,-80,0.278,0.084,-0.081,139.1125648,69.0741284
TOI-3819 b,TOI-3819,Gaia DR2 876608292608416512,1,1,0,3.2443141,0.0000055,-0.0000055,0.04611,0.00069,-0.00096,352.78953,57.20911,-63.56568,0,,,82.79,0.3,-0.31,0,0.808,0.012,-0.013,0.613,0.013,-0.013,5859,72,-71,0.273,0.084,-0.082,121.8632568,29.3886446
TOI-3912 b,TOI-3912,Gaia DR2 1255520718461480960,1,1,0,3.4936264,0.0000038,-0.0000038,0.0463,0.0012,-0.001,129.03833,22.56582,-21.61233,0,,,85.64,0.55,-0.52,0,0.544,0.045,-0.052,0.885,0.019,-0.019,5725,69,-68,0.187,0.087,-0.09,215.8014956,24.0765639
TOI-4087 b,TOI-4087,Gaia DR2 1725490333641502976,1,1,0,3.1774835,0.00000094,-0.00000094,0.04469,0.00048,-0.00054,232.01474,44.49598,-44.49598,0,,,87.82,0.37,-0.33,0,0.328,0.044,-0.051,1.1565,0.0099,-0.0097,6060,74,-67,0.237,0.079,-0.079,217.9257785,83.3727061
TOI-4127 b,TOI-4127,Gaia DR2 1111639314047794944,1,1,0,56.39879,0.0001,-0.0001,0.3081,0.0055,-0.0058,731.00534,34.96112,-34.96112,0.7471,0.0078,-0.0086,89.3,0.46,-0.6,0,0.17,0.14,-0.11,0.746,0.025,-0.027,6096,115,-115,0.14,0.12,-0.12,105.4045516,72.4149297
TOI-4137 b,TOI-4137,Gaia DR2 497750842338402560,1,1,0,3.8016122,0.0000065,-0.0000065,0.05222,0.00089,-0.00096,457.67291,54.03083,-47.67426,0,0.048,-0.052,85.7,0.4,-0.4,0,0.584,0.035,-0.038,0.749,0.014,-0.014,6202,94,-90,0.182,0.083,-0.085,77.612879,70.391079
TOI-4184 b,TOI-4184,Gaia DR2 4620574887039870720,1,1,0,4.9019804,0.0000052,-0.0000052,0.0336,0.0015,-0.0015,,,,,,,89.43,0.16,-0.16,0,0.306,0.061,-0.061,0.9115,0.0937,-0.1,3238,48,-49,-0.27,0.09,-0.09,43.8284749,-79.4147039
TOI-444 b,TOI-444,Gaia DR2 4895489043507741440,1,1,0,17.9636,0.00004,-0.00004,0.133,0.006,-0.006,,,,,,,89.647,0.314,-0.314,0,0.225,0.193,-0.193,0.1056,0.0046,-0.0046,5225,70,-70,0.08,0.08,-0.08,64.1839982,-26.7664071
TOI-4562 b,TOI-4562,Gaia DR2 5288681857665822080,1,1,0,225.11781,0.00025,-0.00022,0.768,0.005,-0.005,732,152,-149,0.76,0.02,-0.02,89.06,0.04,-0.04,0,0.6,0.03,-0.04,0.9961,0.0167,-0.0184,6096,32,-32,0.08,0.06,-0.06,112.0100593,-63.5177788
